levelId,moduleName,title,type,duration,order,videoUrl,content,locked
segundo-bach,Semana 11-12: Competencias,Torneo Soccer Final,project,90 min,12,,Cancha 120x90cm. 2vs2 o 3vs3. Pelota infrarroja. Premiación: mejor estrategia robot más robusto código más eficiente.,true
tercero-bach,Semana 1-2: Kit Extra y WiFi,Kit Extra Aplicado IoT,activity,40 min,1,,Mini-proyectos IoT: Sistema de alarma con buzzer+LED. Indicador de temperatura con LEDs (frío=azul caliente=rojo). Control LED con potenciómetro (dimmer).,false
tercero-bach,Semana 1-2: Kit Extra y WiFi,Conectar ESP32 a WiFi,tutorial,35 min,2,,Librería WiFi.h. WiFi.begin(ssid password). Obtener IP: WiFi.localIP(). Crear servidor web simple. Acceder desde navegador en smartphone.,false
tercero-bach,Semana 3-4: Servidor Web,Página Web de Control,tutorial,45 min,3,,Interfaz HTML embebida en ESP32. Botones ON/OFF para 4 relés. server.on('/relay1/on' []() { digitalWrite(25 HIGH); }); Acceso desde red local.,false
tercero-bach,Semana 3-4: Servidor Web,Sensores en Tiempo Real,activity,40 min,4,,Temperatura DHT22 con librería DHT.h. Luminosidad LDR: analogRead(34). Actualización automática cada 5 segundos con JavaScript.,false
tercero-bach,Semana 5-7: Telegram Bot,Crear Bot en Telegram,tutorial,30 min,5,,Hablar con @BotFather. Obtener token API. Librería UniversalTelegramBot.h. bot.sendMessage(chat_id 'Hola desde ESP32');,false
tercero-bach,Semana 5-7: Telegram Bot,Comandos del Bot,tutorial,45 min,6,,Comandos: /temp /luz /lampara_on /lampara_off /ventilador_on /ventilador_off /status. Respuestas automáticas del ESP32.,false
tercero-bach,Semana 5-7: Telegram Bot,Alertas Automáticas,activity,40 min,7,,if(temperatura>30) bot.sendMessage('⚠️ Temperatura alta'). if(luminosidad<20) bot.sendMessage('🌙 Está oscuro'). Notificaciones de movimiento.,false
tercero-bach,Semana 8-10: Casa Inteligente,Diseño del Sistema,video,25 min,8,,Planificar casa miniatura: Sala (lámpara sensor luz) Cocina (ventilador sensor temp) Dormitorio (LED RGB alarma) Puerta (cerradura sensor). Maqueta en cartón o 3D.,false
tercero-bach,Semana 8-10: Casa Inteligente,Construcción e Integración,project,90 min,9,,Cablear componentes en protoboard. Relés conectados a LEDs. Sensores en habitaciones. ESP32 como cerebro central de la casa.,false
tercero-bach,Semana 8-10: Casa Inteligente,Automatizaciones,tutorial,50 min,10,,Auto1: Si oscurece→encender luces. Auto2: Si temp>28°C→ventilador. Auto3: Si sonido fuerte→luz+alerta. Modo Ausente: apagar todo excepto seguridad.,false
tercero-bach,Semana 11-12: Presentación,Interfaz Mejorada,activity,45 min,11,,Dashboard con gráficas (Chart.js). App móvil opcional (MIT App Inventor o Blynk). Integración voz opcional (Google Assistant/Alexa).,false
tercero-bach,Semana 11-12: Presentación,Exposición Final,project,60 min,12,,Presentar casa inteligente. Demostración en vivo: control remoto automatizaciones alertas. Explicar código y arquitectura. Defender decisiones de diseño.,true
